CODCURSO;CURSO;CURRICULO;CODIGO;DISCIPLINA;CODUA;UA;SEMESTRE;HORAS;CODPREREQUISITO;PREREQUISITO;ORDEM;OPERADOR
21309110;HIST?RIA (LIC) - M;1979;2103093;SOCIOLOGIA DO DESENVOLVIMENTO;21030000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;1979;2102036;SOCIOLOGIA I;21020000;UNID. ACAD. DE CI?NCIAS EXATAS E DA NATUREZA;NA;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;1979;2102037;SOCIOLOGIA II;21020000;UNID. ACAD. DE CI?NCIAS EXATAS E DA NATUREZA;NA;NA;2102036;SOCIOLOGIA I;1;
21309110;HIST?RIA (LIC) - M;1979;2102063;SOCIOLOGIA RURAL;21020000;UNID. ACAD. DE CI?NCIAS EXATAS E DA NATUREZA;NA;NA;2103073;SOCIOLOGIA GERAL;1;OU
21309110;HIST?RIA (LIC) - M;1979;2102063;SOCIOLOGIA RURAL;21020000;UNID. ACAD. DE CI?NCIAS EXATAS E DA NATUREZA;NA;NA;2102036;SOCIOLOGIA I;2;
21309110;HIST?RIA (LIC) - M;1979;2102170;TEORIAS S/FORM HIST BRASILEIRA;21020000;UNID. ACAD. DE CI?NCIAS EXATAS E DA NATUREZA;NA;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;1979;2102178;T?PICOS ESPECIAIS EM HIST?RIA;21020000;UNID. ACAD. DE CI?NCIAS EXATAS E DA NATUREZA;NA;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101075;FUNDAMENTOS DO PENSAMENTO FILOSOFICO;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;1;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101074;FUNDAMENTOS DO PENSAMENTO SOCIOLOGICO;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;1;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101043;INTRODUCAO AOS ESTUDOS HISTORICOS;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;1;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2104012;LINGUA BRASILEIRA DE SINAIS;21040000;UNID. ACAD. DE LETRAS;1;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101042;PR?-HIST?RIA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;1;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2103215;PSICOLOGIA DA EDUCA??O;21030000;UNID. ACAD. DE EDUCA??O;1;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2103227;DIDATICA;21030000;UNID. ACAD. DE EDUCA??O;2;NA;2103215;PSICOLOGIA DA EDUCA??O;1;OU
21309110;HIST?RIA (LIC) - M;2009;2103227;DIDATICA;21030000;UNID. ACAD. DE EDUCA??O;2;NA;2103001;PSICOLOGIA EDUCACIONAL;2;
21309110;HIST?RIA (LIC) - M;2009;2101044;HIST?RIA ANTIGA I;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;2;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101076;METODOLOGIA DO ENSINO DA HIST?RIA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;2;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101062;TEORIA DA HIST?RIA I;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;2;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101063;TEORIA DO ENSINO DA HIST?RIA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;2;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101079;ANTROPOLOGIA CULTURAL;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2103232;AVALIA??O DA APRENDIZAGEM;21030000;UNID. ACAD. DE EDUCA??O;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101100;CONSTRUCAO DO ESPACO BRASILEIRO;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101081;CULTURA BRASILEIRA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2104011;EDUCA??O F?SICA;21040000;UNID. ACAD. DE LETRAS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2103234;ESTRUTURA DO ENSINO FUNDAMENTAL E MEDIO;21030000;UNID. ACAD. DE EDUCA??O;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101080;ETICA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101085;FUNDAMENTOS DO PENSAMENTO ANTROPOLOGICO;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101087;FUNDAMENTOS DO PENSAMENTO ECONOMICO;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2103235;FUNDAMENTOS E QUEST?ES EM EDUCA??O;21030000;UNID. ACAD. DE EDUCA??O;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101045;HIST?RIA ANTIGA II;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2103233;HIST?RIA DA EDUCA??O;21030000;UNID. ACAD. DE EDUCA??O;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101101;HIST?RIA ECON?MICA DO BRASIL;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101046;HIST?RIA MEDIEVAL I;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101064;HISTORIOGRAFIA BRASILEIRA I;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101083;HISTORIOGRAFIA BRASILEIRA II;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2104010;LINGUA INGLESA I;21040000;UNID. ACAD. DE LETRAS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2104009;LINGUA PORTUGUESA I;21040000;UNID. ACAD. DE LETRAS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101084;METODOLOGIA CIENT?FICA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101102;O ENSINO DE HIST E AS NOVAS LINGUAGENS;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101103;PALEOGRAFIA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101065;PROJETO DE PESQUISA I;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;2101062;TEORIA DA HIST?RIA I;1;
21309110;HIST?RIA (LIC) - M;2009;2103231;SOCIOLOGIA DA EDUCA??O;21030000;UNID. ACAD. DE EDUCA??O;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101078;SOCIOLOGIA RURAL;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101082;TEORIA DA HIST?RIA II;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101097;T?P. ESP. EM TEORIA E METOD. DA HIST?RIA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101099;T?P. ESPECIAS EM HIST?RIA E LITERATURA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101093;TOPICOS ESPECIAIS EM ANTROPOLOGIA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101095;TOPICOS ESPECIAIS EM FILOSOFIA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101096;TOPICOS ESPECIAIS EM GEOGRAFIA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101090;TOPICOS ESPECIAIS EM HISTORA DA PARAIBA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101086;T?PICOS ESPECIAIS EM HIST?RIA DA AM?RICA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101098;T?PICOS ESPECIAIS EM HIST?RIA DA ARTE;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101089;T?PICOS ESPECIAIS EM HIST?RIA DO BRASIL;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101092;T?PICOS ESPECIAIS EM HIST?RIA DO NE;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101091;T?PICOS ESPECIAIS EM HIST?RIA LOCAL;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101088;T?PICOS ESPECIAIS EM HIST?RIA ORIENTAL;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101094;TOPICOS ESPECIAIS EM SOCIOLOGIA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;3;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101050;HIST?RIA DA AM?RICA I;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;4;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101052;HIST?RIA DO BRASIL I;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;4;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101047;HIST?RIA MEDIEVAL II;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;4;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101048;HIST?RIA MODERNA I;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;4;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101066;PROJETO DE PESQUISA II;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;4;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101069;ESTAGIO SUPERVISIONADO I;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;5;NA;2103227;DIDATICA;1;OU
21309110;HIST?RIA (LIC) - M;2009;2101069;ESTAGIO SUPERVISIONADO I;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;5;NA;2103002;DIDATICA;2;
21309110;HIST?RIA (LIC) - M;2009;2101051;HIST?RIA DA AM?RICA II;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;5;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101053;HIST?RIA DO BRASIL II;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;5;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101049;HIST?RIA MODERNA II;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;5;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101067;PROJETO DE PESQUISA III;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;5;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101070;ESTAGIO SUPERVISIONADO II;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;6;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101059;HIST?RIA CONTEMPOR?NEA I;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;6;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101054;HIST?RIA DO BRASIL III;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;6;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101068;PROJETO DE PESQUISA IV;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;6;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101071;ESTAGIO SUPERVISIONADO III;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;7;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101060;HIST?RIA CONTEMPOR?NEA II;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;7;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101057;HIST?RIA DA PARA?BA I;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;7;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101055;HIST?RIA DO BRASIL IV;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;7;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101077;T?PICOS ESPECIAIS EM HIST?RIA DA ?FRICA;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;7;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101072;ESTAGIO SUPERVISIONADO IV;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;8;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101061;HIST?RIA CONTEMPOR?NEA III;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;8;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101058;HIST?RIA DA PARA?BA II;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;8;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101056;HIST?RIA DO BRASIL V;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;8;NA;NA;;NA;
21309110;HIST?RIA (LIC) - M;2009;2101073;TRABALHO DE CONCLUSAO DE CURSO (TCC);21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;8;NA;2101065;PROJETO DE PESQUISA I;1;OU
21309110;HIST?RIA (LIC) - M;2009;2101073;TRABALHO DE CONCLUSAO DE CURSO (TCC);21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;8;NA;2102172;METODOS E TEC PESQ HIST APLIC;2;E
21309110;HIST?RIA (LIC) - M;2009;2101073;TRABALHO DE CONCLUSAO DE CURSO (TCC);21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;8;NA;2101066;PROJETO DE PESQUISA II;3;E
21309110;HIST?RIA (LIC) - M;2009;2101073;TRABALHO DE CONCLUSAO DE CURSO (TCC);21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;8;NA;2101067;PROJETO DE PESQUISA III;4;E
21309110;HIST?RIA (LIC) - M;2009;2101073;TRABALHO DE CONCLUSAO DE CURSO (TCC);21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;8;NA;2101068;PROJETO DE PESQUISA IV;5;
21309110;HIST?RIA (LIC) - M;2009;2101111;ATIVIDADES ACAD CIENTIFICO-CULTURAIS;21010000;UNID. ACAD. DE CI?NCIAS SOCIAIS;10;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306002;HIST?RIA ANTIGA ORIENTAL;13060000;UNID. ACAD. DE HIST?RIA;1;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1303036;INTRODUCAO A ECONOMIA POLITICA;13030000;UNID. ACAD. DE ECONOMIA E FINANCAS;1;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306018;INTRODU??O AO ESTUDO DA HIST?RIA;13060000;UNID. ACAD. DE HIST?RIA;1;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1307045;LINGUA PORTUGUESA;13070000;UNID. ACAD. DE LETRAS;1;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306001;PR?-HIST?RIA;13060000;UNID. ACAD. DE HIST?RIA;1;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1307009;FRANCES;13070000;UNID. ACAD. DE LETRAS;2;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306003;HIST?RIA ANTIGA OCIDENTAL;13060000;UNID. ACAD. DE HIST?RIA;2;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306004;HIST?RIA MEDIEVAL ORIENTAL;13060000;UNID. ACAD. DE HIST?RIA;2;NA;1306002;HIST?RIA ANTIGA ORIENTAL;1;
13309210;HIST?RIA (LIC) - N;1986;1307011;INGLES;13070000;UNID. ACAD. DE LETRAS;2;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306036;CIVILIZA??O IB?RICA;13060000;UNID. ACAD. DE HIST?RIA;3;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306027;HIST?RIA ECON?MICA GERAL;13060000;UNID. ACAD. DE HIST?RIA;3;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306005;HIST?RIA MEDIEVAL OCIDENTAL;13060000;UNID. ACAD. DE HIST?RIA;3;NA;1306003;HIST?RIA ANTIGA OCIDENTAL;1;
13309210;HIST?RIA (LIC) - N;1986;1306006;HIST?RIA MODERNA ORIENTAL;13060000;UNID. ACAD. DE HIST?RIA;3;NA;1306004;HIST?RIA MEDIEVAL ORIENTAL;1;
13309210;HIST?RIA (LIC) - N;1986;1306048;T?PICOS ESPECIAIS EM HIST?RIA;13060000;UNID. ACAD. DE HIST?RIA;3;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1304087;ESTRUT FUNC ENS I-II GRAUS;13040000;UNID. ACAD. DE EDUCA??O;4;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306015;HIST?RIA DA AM?RICA I;13060000;UNID. ACAD. DE HIST?RIA;4;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306011;HIST?RIA DO BRASIL I;13060000;UNID. ACAD. DE HIST?RIA;4;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306028;HIST?RIA ECON?MICA DO BRASIL;13060000;UNID. ACAD. DE HIST?RIA;4;NA;1306027;HIST?RIA ECON?MICA GERAL;1;
13309210;HIST?RIA (LIC) - N;1986;1306007;HIST?RIA MODERNA OCIDENTAL;13060000;UNID. ACAD. DE HIST?RIA;4;NA;1306005;HIST?RIA MEDIEVAL OCIDENTAL;1;
13309210;HIST?RIA (LIC) - N;1986;1306019;TEORIA DA HIST?RIA;13060000;UNID. ACAD. DE HIST?RIA;4;NA;1306018;INTRODU??O AO ESTUDO DA HIST?RIA;1;
13309210;HIST?RIA (LIC) - N;1986;1306029;HIST DO PENS POL E SOC  GERAL;13060000;UNID. ACAD. DE HIST?RIA;5;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306008;HIST?RIA CONTEMPOR?NEA I;13060000;UNID. ACAD. DE HIST?RIA;5;NA;1306007;HIST?RIA MODERNA OCIDENTAL;1;
13309210;HIST?RIA (LIC) - N;1986;1306016;HIST?RIA DA AM?RICA II;13060000;UNID. ACAD. DE HIST?RIA;5;NA;1306015;HIST?RIA DA AM?RICA I;1;
13309210;HIST?RIA (LIC) - N;1986;1306025;HIST?RIA DA PARA?BA I;13060000;UNID. ACAD. DE HIST?RIA;5;NA;1306005;HIST?RIA MEDIEVAL OCIDENTAL;1;
13309210;HIST?RIA (LIC) - N;1986;1306012;HIST?RIA DO BRASIL II;13060000;UNID. ACAD. DE HIST?RIA;5;NA;1306011;HIST?RIA DO BRASIL I;1;
13309210;HIST?RIA (LIC) - N;1986;1304058;PSICOLOGIA EDUCAC/ADOLESCENCIA;13040000;UNID. ACAD. DE EDUCA??O;5;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306030;HIST DO PENS POL E SOC BRASIL;13060000;UNID. ACAD. DE HIST?RIA;6;NA;1306029;HIST DO PENS POL E SOC  GERAL;1;
13309210;HIST?RIA (LIC) - N;1986;1306009;HIST?RIA CONTEMPOR?NEA II;13060000;UNID. ACAD. DE HIST?RIA;6;NA;1306008;HIST?RIA CONTEMPOR?NEA I;1;
13309210;HIST?RIA (LIC) - N;1986;1306017;HIST?RIA DA AM?RICA III;13060000;UNID. ACAD. DE HIST?RIA;6;NA;1306016;HIST?RIA DA AM?RICA II;1;
13309210;HIST?RIA (LIC) - N;1986;1306026;HIST?RIA DA PARA?BA II;13060000;UNID. ACAD. DE HIST?RIA;6;NA;1306025;HIST?RIA DA PARA?BA I;1;
13309210;HIST?RIA (LIC) - N;1986;1306013;HIST?RIA DO BRASIL III;13060000;UNID. ACAD. DE HIST?RIA;6;NA;1306012;HIST?RIA DO BRASIL II;1;
13309210;HIST?RIA (LIC) - N;1986;1306021;M?TODOS E T?C. PESQUISA EM HIST?RIA I;13060000;UNID. ACAD. DE HIST?RIA;6;NA;1306018;INTRODU??O AO ESTUDO DA HIST?RIA;1;
13309210;HIST?RIA (LIC) - N;1986;1304019;PSIC EDUCACIONAL/APRENDIZAGEM;13040000;UNID. ACAD. DE EDUCA??O;6;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1304063;DIDATICA;13040000;UNID. ACAD. DE EDUCA??O;7;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306010;HIST?RIA CONTEMPOR?NEA III;13060000;UNID. ACAD. DE HIST?RIA;7;NA;1306009;HIST?RIA CONTEMPOR?NEA II;1;
13309210;HIST?RIA (LIC) - N;1986;1306014;HIST?RIA DO BRASIL IV;13060000;UNID. ACAD. DE HIST?RIA;7;NA;1306013;HIST?RIA DO BRASIL III;1;
13309210;HIST?RIA (LIC) - N;1986;1306024;HIST?RIA DO NORDESTE;13060000;UNID. ACAD. DE HIST?RIA;7;NA;1306011;HIST?RIA DO BRASIL I;1;
13309210;HIST?RIA (LIC) - N;1986;1306020;HISTORIOGRAFIA BRASILEIRA;13060000;UNID. ACAD. DE HIST?RIA;7;NA;1306018;INTRODU??O AO ESTUDO DA HIST?RIA;1;
13309210;HIST?RIA (LIC) - N;1986;1306022;M?TODOS E T?C. PESQUISA EM HIST?RIA II;13060000;UNID. ACAD. DE HIST?RIA;7;NA;1306021;M?TODOS E T?C. PESQUISA EM HIST?RIA I;1;
13309210;HIST?RIA (LIC) - N;1986;1306023;MET.DO ENS.DE HIST. NO I E IIG;13060000;UNID. ACAD. DE HIST?RIA;8;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306038;PRAT ENS HIST NA ESC I E II G;13060000;UNID. ACAD. DE HIST?RIA;8;NA;1304063;DIDATICA;1;OU
13309210;HIST?RIA (LIC) - N;1986;1306038;PRAT ENS HIST NA ESC I E II G;13060000;UNID. ACAD. DE HIST?RIA;8;NA;1304004;DIDATICA;2;
13309210;HIST?RIA (LIC) - N;1986;1304027;ATLETISMO - MASC;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1304122;BASQUETE   MASC/FEM;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1304025;BASQUETEBOL - FEM;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1304013;BASQUETEBOL - MASC;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1305107;CULTURA BRASILEIRA;13050000;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306060;CULTURA BRASILEIRA;13060000;UNID. ACAD. DE HIST?RIA;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1303012;ECONOMIA BRASILEIRA;13030000;UNID. ACAD. DE ECONOMIA E FINANCAS;NA;NA;1306028;HIST?RIA ECON?MICA DO BRASIL;1;
13309210;HIST?RIA (LIC) - N;1986;1303015;ECONOMIA REGIONAL;13030000;UNID. ACAD. DE ECONOMIA E FINANCAS;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1304009;EDUCA??O F?SICA;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1305188;ESTRUT CLASSES E ESTRAT SOCIAL;13050000;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;NA;NA;1305049;TEORIA SOCIOLOGICA II;1;
13309210;HIST?RIA (LIC) - N;1986;1304001;FILOSOFIA DA EDUCA??O;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1304172;FUTEBOL MASCULINO;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1304055;FUTSAL;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1304123;FUTSAL - FEM;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1308001;GEOGRAFIA ECONOMICA;13080000;UNID. ACAD. DE GEOGRAFIA;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1308046;GEOGRAFIA HUMANA;13080000;UNID. ACAD. DE GEOGRAFIA;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1308020;GEOGRAFIA REGIONAL DO BRASIL;13080000;UNID. ACAD. DE GEOGRAFIA;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1304022;GINASTICA - FEM;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1304010;GINASTICA - MASC;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1304117;GINASTICA MASC/FEM;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1304026;HANDEBOL - FEM;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306032;HIST DA AGRICULTURA BRASILEIRA;13060000;UNID. ACAD. DE HIST?RIA;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306031;HIST DOS MOV SOCIAIS NO BRASIL;13060000;UNID. ACAD. DE HIST?RIA;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1302019;HIST?RIA DA ARTE;13020000;UNID. ACAD. DE ARTES;NA;NA;NA;;NA;
13309210;HIST?RIA (LIC) - N;1986;1306042;HIST?RIA DA ARTE NO BRASIL;13060000;UNID. ACAD. DE HIST?RIA;NA;NA;1302019;HIST?RIA DA ARTE;1;
